URN,Perseus,Text,SOL
urn:cts:greekLit:tlg1389.tlg001.dc3:ἐκδεξάμενος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.ekdexamenos,"Ἐκδεξάμενος: <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.018"">ὑπὲρ Κτησιφῶντος</work> <q TLG=""0014.018.21"">ἐκδεξάμενος καὶ γράψας.</q> ἐκδέξασθαί ἐστι τὸ παρ' ἑτέρου λαβόντα αὐτὸν ἐγχειρεῖν τὸ δεύτερον. ἐπισκεπτέον δὲ πῶς ἔχει τὸ ἐν <work TLG=""0014.005"">τῷ ε Φιλιππικῷ</work> λεχθὲν ὑπὸ τοῦ ῥήτορος <q TLG=""0014.005.18"">καὶ τὸ δοκεῖν ἐκδέξασθαι τῶν ἐκείναις πεπραγμένων.</q>",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἐκδικάσασθαι,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.ekdikasasthai,"Ἐκδικάσασθαι: ἀνάδικον ἐκπρᾶξαι διὰ τὸ δικάσασθαι· <person TLG=""0017"">Ἰσαῖος</person> ἐν τῷ πρὸς Καλλικράτην.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἔκδοσις,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.ekdosis,"Ἔκδοσις: τὸ ναυτικὸν δάνεισμα, οἱονεὶ ἔξω δόσις· <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.027"">κατ' Ἀφόβου α</work>.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἐκκλητεύειν,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.ekkleteuein,"Ἐκκλητεύειν: τὸ εἰς κρίσιν ἄγειν, ἵν' ἐπάναγκές τις μαρτυρῇ· <person TLG=""0026"">Αἰσχίνης</person> ἐν τῇ <work TLG=""0026.002"">περὶ τῆς πρεσβείας</work> ἀπολογίᾳ.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἐκλογεῖς,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.eklogeis,"Ἐκλογεῖς: οἱ ἐκλέγοντες καὶ εἰσπράττοντες τὰ ὀφειλόμενα τῷ δημοσίῳ. <person TLG=""0028"">Ἀντιφῶν</person> ἐν τῷ περὶ τοῦ Σαμοθρᾳκῶν φόρου ""ᾑρέθησαν γὰρ ἐκλογεῖς παρ' ἡμῖν οἷς πλεῖστα ἐδόκει χρήματα εἶναι."" <person TLG=""0540"">Λυσίας</person> ἐν τῷ πρὸς Ἀρέσανδρον ""νῦν δὲ πρὸς τοὺς ἐκλογέας τοῦ φόρου ἅπαντα ἀπογραφόμεθα.""",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἐκλώζετε,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.eklozete,"Ἐκλώζετε: <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.021"">κατὰ Μειδίου</work>. κλωσμὸν ἔλεγον τὸν γιγνόμενον ἐν τοῖς στόμασι ψόφον, ᾧ πρὸς τὰς ἐκβολὰς ἐχρῶντο τῶν ἀκροαμάτων ὧν οὐχ ἡδέως ἤκουον.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἐκμαρτυρία,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.ekmarturia,"Ἐκμαρτυρία: διαφέρει τῆς μαρτυρίας, ὅτι ἡ μὲν μαρτυρία τῶν παρόντων ἐστὶν, ἡ δ' ἐκμαρτυρία τῶν ἀπόντων. σαφέστατα δὲ περὶ τούτων διδάσκουσι <person TLG=""0014"">Δημοσθένης</person> τε ἐν τῷ <work TLG=""0014.046"">κατὰ Στεφάνου</work> καὶ <person TLG=""0029"">Δείναρχος</person> ἐν τῷ ὑπὲρ Αἰσχίνου κατὰ Δεινίου.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἐκ_περιουσίας,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.ek_periousias,"Ἐκ περιουσίας: <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.018"">ὑπὲρ Κτησιφῶντος</work> <q TLG=""0014.018.3"">οὗτος δ' ἐκ περιουσίας μου κατηγορεῖ.</q> βέλτιον οὕτως ἀκούειν, ὅτι ἐγὼ μὲν περὶ τῶν ἐσχάτων κινδυνεύω, οὗτος δ' ἐκ πολλοῦ τοῦ περιόντος μου κατηγορεῖ, οὐ περὶ χρημάτων, ὡς οἴονταί τινες.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἐκπλινθεύσας,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.ekplintheusas,"Ἐκπλινθεύσας: ἀντὶ τοῦ διαλύσας καὶ ἐξελὼν τὰς πλίνθους <person TLG=""0017"">Ἰσαῖος</person> ἐν τῷ κατὰ Διοκλέους.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἐκπολεμῶσαι,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.ekpolemosai,"Ἐκπολεμῶσαι: <person TLG=""0014"">Δημοσθένης</person> Φιλιππικοῖς ἀντὶ τοῦ εἰς πόλεμον καταστῆσαι, ὡς καὶ παρὰ Θουκυδίδῃ πολλάκις. ἐν μέντοι τοῖς Ἀττικιανοῖς διὰ τοῦ η γράφεται, ὡς καὶ παρὰ <person TLG=""0032"">Ξενοφῶντι</person> ἐν ϛ Ἑλληνικῶν.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἐκ_προαγωγῆς,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.ek_proagoges,"Ἐκ προαγωγῆς: ἀντὶ τοῦ πρὸς ἀνάγκην καὶ οὐκ ἐκ φύσεως οὐδ' ἁπλοϊκῶς. ἡ μεταφορὰ ἀπὸ τῶν οὐχ ἡμένων, ἀλλ' ἐκ προβολῶν προηναγκασμένων δεσμοῖς. <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.023"">κατ’ Ἀριστοκράτους</work>.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἐκφυλλοφορῆσαι,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.ekfulloforesli,"Ἐκφυλλοφορῆσαι: εἰ ἐδόκει τις τῶν βουλευτῶν ἀδικεῖν, διεψηφίζετο ἡ βουλὴ περὶ αὐτοῦ εἰ χρὴ αὐτὸν μηκέτι βουλεύειν. ἀντὶ δὲ ψήφων φύλλοις ἐχρῶντο, δι' ὧν ἕκαστος ἐπεσημαίνετο τὴν αὑτοῦ γνώμην. <person TLG=""0029"">Δείναρχος</person> ἐν τῷ κατὰ Πολυεύκτου ἐκφυλλοφορηθέντος.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἐλαιούς,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.elaious,Ἐλαιούς: πόλις ἐν Χερρονήσῳ τῇ Θρᾳκίᾳ.,
urn:cts:greekLit:tlg1389.tlg001.dc3:ἐλάτεια,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.elateia,"Ἐλάτεια: <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.018"">ὑπὲρ Κτησιφῶντος</work>· πόλις δὲ ἦν μεγίστη τῶν ἐν Φωκεῦσι. τοῦ δὲ ῥήτορος πάλιν ἐν <work TLG=""0014.007"">ζ Φιλιππικῶν</work>, εἰ γνήσιος, τάδε, <q TLG=""0014.007.32"">ἐν Κασσωπίᾳ τρεῖς πόλεις, Πανδοσίαν καὶ Βούχετα καὶ Ἐλάτειαν.</q> ῥητέον ὅτι βέλτιον ἐν ἐνίοις γέγραπται διὰ τοῦ ρ Ἐλάτρεια· <person TLG=""0566"">Θεόπομπος</person> γοῦν ἐν μγ τέτταρας πόλεις φησὶν εἶναι τῶν Κασσωπαίων, ἀλλ' οὐ τρεῖς ὥσπερ ὁ <person TLG=""0014"">Δημοσθένης</person>, Ἐλάτρειάν τε καὶ Πανδοσίαν καὶ Βιτίαν καὶ Βούχετα.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἐλαφροτάτους,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.elafrotatous,"Ἐλαφροτάτους: καὶ ἐν ἐπαίνῳ λέγουσι τοὔνομα οἱ παλαιοὶ, ἀντὶ τοῦ πραοτάτους, κατὰ τὸ ἐναντίον τοῦ βαρυτάτους καὶ φορτικωτάτους. <person TLG=""0010"">Ἰσοκράτης</person> <work TLG=""0010.021"">Παναθηναϊκῷ</work> <q TLG=""0010.021.31"">σφᾶς δ' αὐτοὺς ὡς δυνατὸν ἐλαφροτάτους καὶ μετριωτάτους τοῖς συνοῦσι παρέχοντας.</q>",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἐλεοκόπων,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.eleokopon,"Ἐλεοκόπων: <person TLG=""0540"">Λυσίας</person> ἐν τῷ κατὰ Δημοσθένους ἐπιτροπῆς ""πέντε ""μησὶ μετὰ τῶν ἐλεοκόπων διαιτώμενος."" ἐλεοκόπους λέγοι ἂν ὁ ῥήτωρ τοὺς τὰ ἕλη κόπτοντας, τοῦ ε παρεμβεβλημένου, ὡς τὸ ""ἐλεόθρεπτόν τε σέλινον"" παρ' Ὁμήρῳ. μήποτε δὲ παρὰ τὸ ἐλεὸν, ὅπερ ἐστὶ σκεῦος ξύλινον, γεγένηται τοὔνομα. <person TLG=""0019"">Ἀριστοφάνης</person> <work TLG=""0019.020"">Ἱππεῦσιν</work> 

<qverse>εἰ προσκαθέλοι με τοὐλεόν.</qverse>",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἐλευθέριος_ζεύς,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.eleutherios_zeus,"Ἐλευθέριος Ζεύς: <person TLG=""0030"">Ὑπερείδης</person> ""τῷ μὲν τοίνυν Διῒ, ὦ ἄνδρες δικασταὶ, ἡ ἐπωνυμία γέγονε τοῦ ἐλευθέριον προσαγορεύεσθαι διὰ τὸ τοὺς ἐξελευθέρους τὴν στοὰν οἰκοδομῆσαι τὴν πλησίον αὐτοῦ."" ὁ δὲ Δίδυμός φησιν ἁμαρτάνειν τὸν ῥήτορα· ἐκλήθη γὰρ ἐλευθέριος διὰ τὸ τῶν Μηδικῶν ἀπαλλαγῆναι τοὺς Ἀθηναίους. ὅτι δὲ ἐπιγέγραπται μὲν σωτὴρ, ὀνομάζεται δὲ καὶ ἐλευθέριος, δηλοῖ καὶ <person TLG=""0541"">Μένανδρος</person>.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἐλευσίνια,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.eleusinia,"Ἐλευσίνια: <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ ὑπὲρ Καλλίππου. τοῖς νικῶσι τὰ Ἐλευσίνια ἐδίδοτο ἆθλον. ὠνομάσθη δὲ ἡ πόλις Ἐλευσὶς ἀπὸ Ἐλευσίνου τοῦ Ἑρμοῦ. ἄλλοι δὲ ἄλλας αἰτίας φασὶ καὶ ἑορτὴν εἶναι μόνον τὰ Ἐλευσίνια.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἑλικτῆρες,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.helikteres,"Ἑλικτῆρες: ἐνωτίων εἶδος· <person TLG=""0540"">Λυσίας</person>.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἕλιξος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.helixos,Ἕλιξος: εἷς τῶν ἐπιφανῶν ἀνδρῶν παρὰ Μεγαρεῦσιν.,
urn:cts:greekLit:tlg1389.tlg001.dc3:ἑλλανοδίκαι,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.hellanodikai,"Ἑλλανοδίκαι: <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ ὑπὲρ Καλλίππου πρὸς Ἠλείους. <person TLG=""0086"">Ἀριστοτέλης</person> Ἠλείων πολιτείᾳ τὸ μὲν πρῶτόν φησιν ἕνα καταστῆσαι τοὺς Ἠλείους Ἑλλανοδίκην, χρόνου δὲ διελθόντος β, τὸ δὲ τελευταῖον θ. Ἀριστόδημος δ' ὁ Ἠλεῖός φησι τοὺς τελευταίους τιθέντας τὸν ἀγῶνα Ἑλλανοδίκας εἶναι ι, ἀφ' ἑκάστης φυλῆς ἕνα.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἑλληνοταμίαι,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.hellenotamiai,"Ἑλληνοταμίαι: <person TLG=""0027"">Ἀνδοκίδης</person> ἐν τῷ <work TLG=""0027.003"">περὶ τῆς εἰρήνης</work>, εἰ γνήσιος. ὅτι ἀρχή τις ἦν οἱ Ἑλληνοταμίαι, οἳ διεχείριζον τὰ χρήματα, καὶ <person TLG=""0086"">Ἀριστοτέλης</person> δηλοῖ ἐν τῇ <work TLG=""0086.003"">Ἀθηναίων πολιτείᾳ</work>. μνημονεύει δὲ καὶ <person TLG=""0003"">Θουκυδίδης</person> αὐτῶν ἐν α.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἐμβεβλημένα,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.embeblemena,"Ἐμβεβλημένα: ἀντὶ τοῦ ἐγκεκεντρισμένα <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.053"">πρὸς Νικόστρατον</work>. καὶ <person TLG=""0086"">Ἀριστοτέλης</person> δ' ἐμβολάδας ἀπίους λέγει τὰς τοιαύτας.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἔμβιος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.hembios,"Ἔμβιος: <person TLG=""0028"">Ἀντιφῶν</person> Ἀληθείας α ""καὶ ἡ σηπεδὼν τοῦ ξύλου ἔμβιος γένοιτο"" ἀντὶ τοῦ ἐν τῷ ζῆν, τουτέστι ζήσειε καὶ μὴ ξηρανθείη μηδ' ἀποθάνοι.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἔμβραχυ,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.embrachu,"Ἔμβραχυ: ἀντὶ τοῦ ἁπλῶς καὶ ἐν κεφαλαίῳ <person TLG=""0028"">Ἀντιφῶν</person>.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἔμμηνοι_δίκαι,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.emmenoi_dikai,"Ἔμμηνοι δίκαι: αἵ τε ἐμπορικαὶ καὶ ἐρανικαί· <person TLG=""0014"">Δημοσθένης</person> καὶ <person TLG=""0030"">Ὑπερείδης</person>.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἐμποδών,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.empodon,"Ἐμποδών: <person TLG=""0028"">Ἀντιφῶν</person> ἐν τῷ περὶ τῆς μεταστάσεως ""καὶ τοὺς ἐμποδὼν ἐκολάσατε"" ἀντὶ τοῦ τοὺς ἐμπεσόντας, καθὰ καὶ <person TLG=""0027"">Ἀνδοκίδης</person> ἐν τῷ <work TLG=""0027.004"">κατ’ Ἀλκιβιάδου</work>.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἔμπουσα,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.empousa,"Ἔμπουσα: <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.018"">ὑπὲρ Κτησιφῶντος</work>. φάσμα τί φασιν εἶναι τῆς Ἑκάτης, ὅπερ στοιχοῦσιν ἐφαίνετο. πλήρης δὲ τοῦ ὀνόματος ἡ κωμῳδία.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἕναι_ἀρχαί,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.henai_archai,"Ἕναι ἀρχαί: αἱ παρῳχημέναι· <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.025"">κατ' Ἀριστογείτονος</work>.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἔνδειξις,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.endeixis,"Ἔνδειξις: εἶδος δίκης δημοσίας, ὑφ' ἣν τοὺς ἐκ τῶν νόμων εἰργομένους τινῶν ἢ τόπων ἢ πράξεων, εἰ μὴ ἀπέχοιντο αὐτῶν, ὑπῆγον. πολλοὶ μὲν οὖν εἰσὶ λόγοι ἐνδείξεως, γνωριμώτατοι δὲ οἱ <work TLG=""0014.025"">κατ' Ἀριστογείτονος</work> <person TLG=""0014"">Δημοσθένους</person>.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἐνδεκάζοντας,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.endekazontas,"Ἐνδεκάζοντας: ἀντὶ τοῦ ἐνεορτάζοντας, ἐν τῷ αὐτῷ τὴν δεκάτην ἄγοντας, <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ κατὰ Θεοκρίνου.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἐν_διομείοις_ἡράκλειον,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.en_diomeiois_erakleion,"Ἐν Διομείοις Ἡράκλειον: <person TLG=""0030"">Ὑπερείδης</person> κατὰ Κόνωνος. τῆς ἐν Διομείοις ἀγομένης ἑορτῆς τῷ Ἡρακλεῖ μνημονεύουσι καὶ οἱ κωμικοί.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἐνεπίσκημμα_καὶ_ἐνεπισκήψασθαι,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.enepiskemma,"Ἐνεπίσκημμα καὶ ἐνεπισκήψασθαι: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.049"">κατὰ Τιμοθέου</work>. ὁπότε δημευθείη τινὸς ἡ οὐσία, ἐξῆν προσελθόντι τῷ φάσκοντι δανειστῇ γεγονέναι τούτου τοῦ ἀνδρὸς λέγειν ὅτι ἐνοφείλεται αὐτῷ χρέος ἐν τῇ οὐσίᾳ. ἔστι δὲ καὶ λόγος τις ἐπιγραφόμενος 'Δημοσθένους πρὸς Κριτίαν περὶ τοῦ ἐνεπισκήμματος,' ὃν Καλλίμαχος μὲν ἀναγράφει ὡς γνήσιον, Διονύσιος δὲ ὁ Ἁλικαρνασεὺς ὡς ψευδεπίγραφον.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἐνεσκευασμένην,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.eneskeuasmenen,"Ἐνεσκευασμένην: <person TLG=""0017"">Ἰσαῖος</person> ἐν τῷ πρὸς Ἀριστογείτονα καὶ Ἄρχιππον ἀντὶ τοῦ ἐσκευασμένην καὶ πεπλασμένην.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἐνετιμᾶτο,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.enetimato,"Ἐνετιμᾶτο: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.041"">πρὸς Σπουδίαν</work>. τὸ ἀπετιμᾶτο διαφέρει τοῦ ἐνετιμᾶτο· ὅταν μὲν γὰρ πρός τι ποσὸν ἀργύριον ἀποτίμημα λαμβάνῃ τις, ἀποτιμᾶσθαι λέγεται· ὅταν δὲ ἐν εἴδεσί τισι λογίσηταί τις μέρος τι τοῦ ἀργυρίου, τοῦτο λέγεται ὡς ἐνετιμήσατο.",
urn:cts:greekLit:tlg1389.tlg001.dc3:ἕνη_καὶ_νέα,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:e.hene_kai_nea,"Ἕνη καὶ νέα: <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ πρὸς Ὑγιαίνοντα. τὴν ὑφ' ἡμῶν τριακάδα καλουμένην ἕνην καὶ νέαν καλοῦσιν Ἀθηναῖοι ἀπὸ τοῦ τὴν τελευτὴν ἔχειν τοῦ προτέρου μηνὸς καὶ τὴν ἀρχὴν τοῦ ὑστέρου. Πολέμων δέ φησιν ὅτι ἐκάλεσάν ποτε αὐτὴν Ἀθηναῖοι Δημητριάδα ἐπὶ τιμῇ Δημητρίου τοῦ Μακεδόνος. ἕνην δὲ καὶ εἰς ἕνην τὸ εἰς τρίτην λέγουσι. καὶ ἁπλῶς τὸ ἕνον δασυνόμενον τὸ πρότερον καὶ παρεληλυθὸς δηλοῖ.",
